career_name,career_category,interest_name,relevance_weight,review_status,source_type,source_reference
Data Analyst,Data and Artificial Intelligence,Data Analysis,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Data Visualisation,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Business Intelligence,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Statistical Analysis,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Reporting and Dashboards,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Data Quality,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Database Systems,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Business Decision Support,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Market and Operational Insights,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Analyst,Data and Artificial Intelligence,Data Governance,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223231 (Data Analyst); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2 (data analyst); O*NET Database 31.0: 15-2051.01 (Business Intelligence Analysts)
Data Architect,Data and Artificial Intelligence,Data Architecture,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Data Modelling,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Database Systems,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Data Governance,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Data Integration,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Data Quality,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Cloud Data Platforms,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Data Security,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Enterprise Architecture,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Architect,Data and Artificial Intelligence,Data Engineering,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223232 (Data Architect); ESCO 1.2.1: http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427 (database designer); O*NET Database 31.0: 15-1243.00 (Database Architects)
Data Engineer,Data and Artificial Intelligence,Data Engineering,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Data Pipelines,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Data Integration,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Database Systems,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Cloud Data Platforms,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Data Warehousing,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Automation,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Data Quality,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Distributed Systems,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Engineer,Data and Artificial Intelligence,Data Governance,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223233 (Data Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0 (data engineer); O*NET Database 31.0: 15-1243.01 (Data Warehousing Specialists)
Data Scientist,Data and Artificial Intelligence,Data Science,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Machine Learning,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Artificial Intelligence,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Statistical Analysis,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Predictive Modelling,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Data Analysis,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Experimentation,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Data Visualisation,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Programming and Automation,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Data Scientist,Data and Artificial Intelligence,Research and Discovery,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223234 (Data Scientist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30 (data scientist); O*NET Database 31.0: 15-2051.00 (Data Scientists)
Graphic Designer,Design and Creative Technology,Graphic Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Visual Communication,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Typography,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Branding,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Illustration,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Layout Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Digital Content Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Creative Direction,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,Advertising Design,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Graphic Designer,Design and Creative Technology,User-Centred Design,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242332 (Graphic Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2 (graphic designer); O*NET Database 31.0: 27-1024.00 (Graphic Designers)
Multimedia Designer,Design and Creative Technology,Multimedia Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Animation,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Video Production,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Digital Content Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Motion Graphics,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Audio Production,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Interactive Media,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Visual Communication,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Storytelling,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
Multimedia Designer,Design and Creative Technology,Creative Technology,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242131 (Multimedia Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb (digital media designer); O*NET Database 31.0: 27-1014.00 (Special Effects Artists and Animators)
UI / UX Designer,Design and Creative Technology,User Experience Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,User Interface Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,User Research,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,Prototyping,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,Interaction Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,Information Architecture,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,Accessibility Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,Usability Testing,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,Design Systems,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
UI / UX Designer,Design and Creative Technology,User-Centred Design,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242132 (UI / UX Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890 (user interface designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Web Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
